TabId,TabTitle,TabUniverse,DataProductType,Year,Geo1year,Geo5year
B25129,Tenure by Year Householder Moved Into Unit by Units in Structure ,Occupied housing units,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B25130,Other Vacancy Status ,Other vacant,Detailed Table,1,,
B25131,Vacancy Duration ,Vacant housing units,Detailed Table,1,,
B25132,Monthly Electricity Costs ,Occupied housing units,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B25133,Monthly Gas Costs ,Occupied housing units,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B25134,Annual Water and Sewer Costs ,Occupied housing units,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B25135,Annual Other Fuel Costs ,Occupied housing units,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B25136,Structure Type by Occupancy Status,Housing units,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B25137,Bedrooms by Occupancy Status,Housing units,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B25138,Lower Gross Rent Quartile (Dollars),Renter-occupied housing units paying cash rent,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B25139,Upper Gross Rent Quartile (Dollars),Renter-occupied housing units paying cash rent,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B25140,Housing Costs as a Percentage of Household Income in the Past 12 Months,Occupied housing units,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B26001,Group Quarters Population ,Population in group quarters,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B26101,Group Quarters Type (3 Types) by Sex by Age ,Total population,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26102,Median Age by Group Quarters Type (3 Types) ,Total population,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26103,Group Quarters Type (3 Types) ,Total population,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26103A,Group Quarters Type (3 Types) (White Alone) ,People who are White alone,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26103B,Group Quarters Type (3 Types) (Black or African American Alone) ,People who are Black or African American alone,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26103C,Group Quarters Type (3 Types) (American Indian and Alaska Native Alone) ,People who are American Indian and Alaska Native alone,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26103D,Group Quarters Type (3 Types) (Asian Alone) ,People who are Asian alone,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26103E,Group Quarters Type (3 Types) (Native Hawaiian and Other Pacific Islander Alone) ,People who are Native Hawaiian and Other Pacific Islander alone,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26103F,Group Quarters Type (3 Types) (Some Other Race Alone) ,People who are Some Other Race alone,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26103G,Group Quarters Type (3 Types) (Two or More Races) ,People who are Two or More Races,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26103H,"Group Quarters Type (3 Types) (White Alone, Not Hispanic or Latino) ","White alone, not Hispanic or Latino population",Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26103I,Group Quarters Type (3 Types) (Hispanic or Latino) ,People who are Hispanic or Latino,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26104,Group Quarters Type (3 Types) by Marital Status ,Population 15 years and over,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26105,Group Quarters Type (3 Types) by School Enrollment ,Population 3 years and over enrolled in school,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26106,Group Quarters Type (3 Types) by Educational Attainment ,Population 25 years and over,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26107,Group Quarters Type (3 Types) by Veteran Status ,Civilian population 18 years and over,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26108,Group Quarters Type (3 Types) by Age by Disability Status ,Total population,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26109,Group Quarters Type (3 Types) by Geographical Mobility in the Past Year for Current Residence in the United States ,Population 1 year and over in the United States,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040); excludes Puerto Rico"
B26109PR,Group Quarters Type (3 Types) by Geographical Mobility in the Past Year for Current Residence in Puerto Rico ,Population 1 year and over in Puerto Rico,Detailed Table,5,,State (040); Puerto Rico only
B26110,Group Quarters Type (3 Types) by Nativity and Citizenship Status by Sex ,Total population,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26113,Group Quarters Type (3 Types) by Language Spoken at Home by Ability to Speak English ,Population 5 years and over,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26114,Group Quarters Type (3 Types) by Employment Status ,Population 16 years and over,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26115,Group Quarters Type (3 Types) by Occupation ,Civilian noninstitutionalized employed population 16 years and over,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26117,Group Quarters Type (3 Types) by Sex With Earnings in the Past 12 Months ,Population 16 years and over with earnings,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26118,Aggregate Earnings in the Past 12 Months by Group Quarters Type (3 Types) by Sex ,Population 16 years and over with earnings,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26119,Median Earnings in the Past 12 Months by Group Quarters Type (3 Types) by Sex ,Population 16 years and over with earnings,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26120,Group Quarters Type (3 Types) by Receipt of Food Stamps/SNAP in the Past 12 Months ,Population in group quarters,Detailed Table,"1,5",United States (010),"United States (010), Region (020), Division (030), State (040)"
B26201,Group Quarters Type (5 Types) by Sex by Age ,Total population,Detailed Table,"1,5",United States (010),United States (010)
B26202,Median Age by Group Quarters Type (5 Types) ,Total population,Detailed Table,"1,5",United States (010),United States (010)
B26203,Group Quarters Type (5 Types) ,Total population,Detailed Table,"1,5",United States (010),United States (010)
B26203A,Group Quarters Type (5 Types) (White Alone) ,People who are White alone,Detailed Table,"1,5",United States (010),United States (010)
B26203B,Group Quarters Type (5 Types) (Black or African American Alone) ,People who are Black or African American alone,Detailed Table,"1,5",United States (010),United States (010)
B26203C,Group Quarters Type (5 Types) (American Indian and Alaska Native Alone) ,People who are American Indian and Alaska Native alone,Detailed Table,"1,5",United States (010),United States (010)
B26203D,Group Quarters Type (5 Types) (Asian Alone) ,People who are Asian alone,Detailed Table,"1,5",United States (010),United States (010)
B26203E,Group Quarters Type (5 Types) (Native Hawaiian and Other Pacific Islander Alone) ,People who are Native Hawaiian and Other Pacific Islander alone,Detailed Table,"1,5",United States (010),United States (010)
B26203F,Group Quarters Type (5 Types) (Some Other Race Alone) ,People who are Some Other Race alone,Detailed Table,"1,5",United States (010),United States (010)
B26203G,Group Quarters Type (5 Types) (Two or More Races) ,People who are Two or More Races,Detailed Table,"1,5",United States (010),United States (010)
B26203H,"Group Quarters Type (5 Types) (White Alone, Not Hispanic or Latino) ","White alone, not Hispanic or Latino population",Detailed Table,"1,5",United States (010),United States (010)
B26203I,Group Quarters Type (5 Types) (Hispanic or Latino) ,People who are Hispanic or Latino,Detailed Table,"1,5",United States (010),United States (010)
B26204,Group Quarters Type (5 Types) by Marital Status ,Population 15 years and over,Detailed Table,"1,5",United States (010),United States (010)
B26205,Group Quarters Type (5 Types) by School Enrollment ,Population 3 years and over enrolled in school,Detailed Table,"1,5",United States (010),United States (010)
B26206,Group Quarters Type (5 Types) by Educational Attainment ,Population 25 years and over,Detailed Table,"1,5",United States (010),United States (010)
B26207,Group Quarters Type (5 Types) by Veteran Status ,Civilian population 18 years and over,Detailed Table,"1,5",United States (010),United States (010)
B26208,Group Quarters Type (5 Types) by Age by Disability Status ,Total population,Detailed Table,"1,5",United States (010),United States (010)
B26209,Group Quarters Type (5 Types) by Geographical Mobility in the Past Year for Current Residence in the United States ,Population 1 year and over in the United States,Detailed Table,"1,5",United States (010),United States (010)
B26210,Group Quarters Type (5 Types) by Nativity and Citizenship Status by Sex ,Total population,Detailed Table,"1,5",United States (010),United States (010)
B26211,Group Quarters Type (5 Types) by Year of Entry ,Foreign-born population,Detailed Table,"1,5",United States (010),United States (010)
B26212,Group Quarters Type (5 Types) by World Region of Birth ,Foreign-born population excluding population born at sea,Detailed Table,"1,5",United States (010),United States (010)
B26213,Group Quarters Type (5 Types) by Language Spoken at Home by Ability to Speak English ,Population 5 years and over,Detailed Table,"1,5",United States (010),United States (010)
B26214,Group Quarters Type (5 Types) by Employment Status ,Population 16 years and over,Detailed Table,"1,5",United States (010),United States (010)
B26215,Group Quarters Type (5 Types) by Occupation ,Civilian noninstitutionalized employed population 16 years and over,Detailed Table,"1,5",United States (010),United States (010)
B26216,Aggregate Income in the Past 12 Months by Group Quarters Type (5 Types) ,Population 15 years and over,Detailed Table,"1,5",United States (010),United States (010)
B26217,Group Quarters Type (5 Types) by Sex With Earnings in the Past 12 Months ,Population 16 years and over with earnings,Detailed Table,"1,5",United States (010),United States (010)
B26218,Aggregate Earnings in the Past 12 Months by Group Quarters Type (5 Types) by Sex ,Population 16 years and over with earnings,Detailed Table,"1,5",United States (010),United States (010)
B26219,Median Earnings in the Past 12 Months by Group Quarters Type (5 Types) by Sex ,Population 16 years and over with earnings,Detailed Table,"1,5",United States (010),United States (010)
B26220,Group Quarters Type (5 Types) by Receipt of Food Stamps/SNAP in the Past 12 Months ,Population in group quarters,Detailed Table,"1,5",United States (010),United States (010)
B27001,Health Insurance Coverage Status by Sex by Age ,Civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C27001,Health Insurance Coverage Status by Sex by Age ,Civilian noninstitutionalized population,Detailed Table,1,,
B27001A,Health Insurance Coverage Status by Age (White Alone) ,White alone civilian noninstitutionalized population,Detailed Table,1,,
C27001A,Health Insurance Coverage Status by Age (White Alone) ,White alone civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27001B,Health Insurance Coverage Status by Age (Black or African American Alone) ,Black or African American alone civilian noninstitutionalized population,Detailed Table,1,,
C27001B,Health Insurance Coverage Status by Age (Black or African American Alone) ,Black or African American alone civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27001C,Health Insurance Coverage Status by Age (American Indian and Alaska Native Alone) ,American Indian and Alaska Native alone civilian noninstitutionalized population,Detailed Table,1,,
C27001C,Health Insurance Coverage Status by Age (American Indian and Alaska Native Alone) ,American Indian and Alaska Native alone civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27001D,Health Insurance Coverage Status by Age (Asian Alone) ,Asian alone civilian noninstitutionalized population,Detailed Table,1,,
C27001D,Health Insurance Coverage Status by Age (Asian Alone) ,Asian alone civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27001E,Health Insurance Coverage Status by Age (Native Hawaiian and Other Pacific Islander Alone) ,Native Hawaiian and Other Pacific Islander alone civilian noninstitutionalized population,Detailed Table,1,,
C27001E,Health Insurance Coverage Status by Age (Native Hawaiian and Other Pacific Islander Alone) ,Native Hawaiian and Other Pacific Islander alone civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27001F,Health Insurance Coverage Status by Age (Some Other Race Alone) ,Some other race alone civilian noninstitutionalized population,Detailed Table,1,,
C27001F,Health Insurance Coverage Status by Age (Some Other Race Alone) ,Some other race alone civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27001G,Health Insurance Coverage Status by Age (Two or More Races) ,Two or more races civilian noninstitutionalized population,Detailed Table,1,,
C27001G,Health Insurance Coverage Status by Age (Two or More Races) ,Two or more races civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27001H,"Health Insurance Coverage Status by Age (White Alone, Not Hispanic or Latino) ","White alone, not Hispanic or Latino civilian noninstitutionalized population",Detailed Table,1,,
C27001H,"Health Insurance Coverage Status by Age (White Alone, Not Hispanic or Latino) ","White alone, not Hispanic or Latino civilian noninstitutionalized population",Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27001I,Health Insurance Coverage Status by Age (Hispanic or Latino) ,Hispanic or Latino civilian noninstitutionalized population,Detailed Table,1,,
C27001I,Health Insurance Coverage Status by Age (Hispanic or Latino) ,Hispanic or Latino civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27002,Private Health Insurance Status by Sex by Age ,Civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C27002,Private Health Insurance Status by Sex by Age ,Civilian noninstitutionalized population,Detailed Table,1,,
B27003,Public Health Insurance Status by Sex by Age ,Civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
C27003,Public Health Insurance Status by Sex by Age ,Civilian noninstitutionalized population,Detailed Table,1,,
B27004,Employer-Based Health Insurance by Sex by Age ,Civilian noninstitutionalized population,Detailed Table,1,,
C27004,Employer-Based Health Insurance by Sex by Age ,Civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27005,Direct-Purchase Health Insurance by Sex by Age ,Civilian noninstitutionalized population,Detailed Table,1,,
C27005,Direct-Purchase Health Insurance by Sex by Age ,Civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27006,Medicare Coverage by Sex by Age ,Civilian noninstitutionalized population,Detailed Table,1,,
C27006,Medicare Coverage by Sex by Age ,Civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27007,Medicaid/Means-Tested Public Coverage by Sex by Age ,Civilian noninstitutionalized population,Detailed Table,1,,
C27007,Medicaid/Means-Tested Public Coverage by Sex by Age ,Civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27008,TRICARE/Military Health Coverage by Sex by Age ,Civilian noninstitutionalized population,Detailed Table,1,,
C27008,TRICARE/Military Health Coverage by Sex by Age ,Civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27009,VA Health Care by Sex by Age ,Civilian noninstitutionalized population,Detailed Table,1,,
C27009,VA Health Care by Sex by Age ,Civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27010,Types of Health Insurance Coverage by Age ,Civilian noninstitutionalized population,Detailed Table,"1,5",,Excludes Place/Remainder (070)
C27010,Types of Health Insurance Coverage by Age ,Civilian noninstitutionalized population,Detailed Table,1,,
B27011,Health Insurance Coverage Status and Type by Employment Status ,Civilian noninstitutionalized population 19 to 64 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27012,Health Insurance Coverage Status and Type by Work Experience by Sex ,Civilian noninstitutionalized population 19 to 64 years,Detailed Table,1,,
C27012,Health Insurance Coverage Status and Type by Work Experience ,Civilian noninstitutionalized population 19 to 64 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27013,Private Health Insurance by Work Experience by Sex ,Civilian noninstitutionalized population 19 to 64 years,Detailed Table,1,,
C27013,Private Health Insurance by Work Experience ,Civilian noninstitutionalized population 19 to 64 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27014,Public Health Insurance by Work Experience by Sex ,Civilian noninstitutionalized population 19 to 64 years,Detailed Table,1,,
C27014,Public Health Insurance by Work Experience ,Civilian noninstitutionalized population 19 to 64 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27015,Health Insurance Coverage Status and Type by Household Income in the Past 12 Months (in 2022 Inflation-Adjusted Dollars) ,Civilian population living in households,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27016,Health Insurance Coverage Status and Type by Ratio of Income to Poverty Level in the Past 12 Months by Age ,Civilian noninstitutionalized population for whom poverty status is determined,Detailed Table,1,,
C27016,Health Insurance Coverage Status by Ratio of Income to Poverty Level in the Past 12 Months by Age ,Civilian noninstitutionalized population for whom poverty status is determined,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27017,Private Health Insurance by Ratio of Income to Poverty Level in the Past 12 Months by Age ,Civilian noninstitutionalized population for whom poverty status is determined,Detailed Table,1,,
C27017,Private Health Insurance by Ratio of Income to Poverty Level in the Past 12 Months by Age ,Civilian noninstitutionalized population for whom poverty status is determined,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27018,Public Health Insurance by Ratio of Income to Poverty Level in the Past 12 Months by Age ,Civilian noninstitutionalized population for whom poverty status is determined,Detailed Table,1,,
C27018,Public Health Insurance by Ratio of Income to Poverty Level in the Past 12 Months by Age ,Civilian noninstitutionalized population for whom poverty status is determined,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27019,Health Insurance Coverage Status and Type by Age by Educational Attainment ,Civilian noninstitutionalized population 26 years and over,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27020,Health Insurance Coverage Status and Type by Citizenship Status ,Civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27021,Health Insurance Coverage Status and Type by Living Arrangement ,Civilian noninstitutionalized population,Detailed Table,1,,
C27021,Health Insurance Coverage Status by Living Arrangement ,Civilian noninstitutionalized population,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27022,Health Insurance Coverage Status by Sex by Enrollment Status for Young Adults Aged 19 to 25 ,Civilian noninstitutionalized population 19 to 25 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B27023,Private Health Insurance by Sex by Enrollment Status for Young Adults Aged 19 to 25 ,Civilian noninstitutionalized population 19 to 25 years,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B28001,Types of Computers in Household ,Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B28002,Presence and Types of Internet Subscriptions in Household ,Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B28003,Presence of a Computer and Type of Internet Subscription in Household ,Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B28004,Household Income in the Last 12 Months (in 2022 Inflation-Adjusted Dollars) by Presence and Type of Internet Subscription in Household ,Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B28005,Age by Presence of a Computer and Types of Internet Subscription in Household ,Population in Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B28006,Educational Attainment by Presence of a Computer and Types of Internet Subscription in Household ,Household population 25 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B28007,Labor Force Status by Presence of a Computer and Types of Internet Subscription in Household ,Civilian household population 16 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B28008,Presence of a Computer and Type of Internet Subscription in Household ,Population in Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B28009A,Presence of a Computer and Type of Internet Subscription in Household (White Alone) ,Population in households who are White alone,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B28009B,Presence of a Computer and Type of Internet Subscription in Household (Black or African American Alone) ,Population in households who are Black or African American alone,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B28009C,Presence of a Computer and Type of Internet Subscription in Household (American Indian and Alaska Native Alone) ,Population in households who are American Indian and Alaska Native alone,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B28009D,Presence of a Computer and Type of Internet Subscription in Household (Asian Alone) ,Population in households who are Asian alone,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B28009E,Presence of a Computer and Type of Internet Subscription in Household (Native Hawaiian and Other Pacific Islander Alone) ,Population in households who are Native Hawaiian and Other Pacific Islander alone,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B28009F,Presence of a Computer and Type of Internet Subscription in Household (Some Other Race Alone) ,Population in households who are Some Other Race alone,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B28009G,Presence of a Computer and Type of Internet Subscription in Household (Two or More Races) ,Population in households who are Two or More Races,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B28009H,"Presence of a Computer and Type of Internet Subscription in Household (White Alone, Not Hispanic or Latino) ","Population in households who are White alone, not Hispanic or Latino",Detailed Table,"1,5",,Excludes Place/Remainder (070)
B28009I,Presence of a Computer and Type of Internet Subscription in Household (Hispanic or Latino) ,Population in households who are Hispanic or Latino,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B28010,Computers in Household ,Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B28011,Internet Subscriptions in Household ,Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B28012,Age and Enrollment Status by Computer Ownership and Internet Subscription Status ,Population in Households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B29001,"Citizen, Voting-Age Population by Age ",Citizens 18 years and over,Detailed Table,"1,5",,"United States (010), State (040), County (050), Census Tract (140), Block Group (150), Place (160), Congressional District (500), State Legislative District Upper (610), State Legislative District Lower (620)"
B29002,"Citizen, Voting-Age Population by Educational Attainment ",Citizens 18 years and over,Detailed Table,"1,5",,"United States (010), State (040), County (050), Census Tract (140), Block Group (150), Place (160), Congressional District (500), State Legislative District Upper (610), State Legislative District Lower (620)"
B29003,"Citizen, Voting-Age Population by Poverty Status ",Citizens 18 years and over for whom poverty status is determined,Detailed Table,"1,5",,"United States (010), State (040), County (050), Census Tract (140), Block Group (150), Place (160), Congressional District (500), State Legislative District Upper (610), State Legislative District Lower (620)"
B29004,"Median Household Income for Households With a Citizen, Voting-Age Householder (in 2022 Inflation-Adjusted Dollars) ","Households with a citizen, voting-age householder",Detailed Table,"1,5",,"United States (010), State (040), County (050), Census Tract (140), Block Group (150), Place (160), Congressional District (500), State Legislative District Upper (610), State Legislative District Lower (620)"
B98001,Unweighted Housing Unit Sample ,Housing Units,Detailed Table,"1,5","United States (010), State (040), County (050), Place (160)","United States (010), State (040), County (050), Place (160)"
B98002,Unweighted Group Quarters Population Sample  ,Population in group quarters,Detailed Table,"1,5","United States (010), State (040)","United States (010), State (040)"
B98003,Unweighted Total Population Sample ,Total population,Detailed Table,"1,5","United States (010), State (040), County (050), Place (160)","United States (010), State (040), County (050), Place (160)"
B98011,Housing Unit Coverage Rate  ,Housing Units,Detailed Table,"1,5","United States (010), State (040); excludes Puerto Rico","United States (010), State (040); excludes Puerto Rico"
B98012,Total Population Coverage Rate by Sex  ,Total population,Detailed Table,"1,5","United States (010), State (040)","United States (010), State (040)"
B98013,Total Population Coverage Rate by Weighting Race and Hispanic or Latino Groups  ,Total population,Detailed Table,"1,5",United States (010),United States (010)
B98014,Group Quarters Population Coverage Rate  ,Population in group quarters,Detailed Table,"1,5",United States (010),United States (010)
B98021,Housing Unit Response and Nonresponse Rates With Reasons for Noninterviews ,Housing Units,Detailed Table,"1,5","United States (010), State (040), County (050)","United States (010), State (040), County (050)"
B98022,Group Quarters Population Response and Nonresponse Rates With Reasons for Noninterviews  ,Population in group quarters,Detailed Table,"1,5","United States (010), State (040)","United States (010), State (040)"
B98031,Overall Person Characteristic Allocation Rate ,Total population,Detailed Table,"1,5","United States (010), State (040)","United States (010), State (040), County (050)"
B98032,Overall Housing Unit Characteristic Allocation Rate ,Housing Units,Detailed Table,"1,5","United States (010), State (040)","United States (010), State (040), County (050)"
B99011,Allocation of Sex ,Total population,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99012,Allocation of Age ,Total population,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99021,Allocation of Race ,Total population,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99031,Allocation of Hispanic or Latino Origin ,Total population,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99051,Allocation of Citizenship Status ,Total population,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99052,Allocation of Year of Entry ,Population born outside the United States,Detailed Table,"1,5",Excludes Puerto Rico geographies,Excludes Place/Remainder (070); excludes Puerto Rico geographies
B99052PR,Allocation of Year of Entry for Population Born Outside Puerto Rico ,Population born outside Puerto Rico,Detailed Table,"1,5",Puerto Rico geographies only,Excludes Place/Remainder (070); Puerto Rico geographies only
B99053,Allocation of Year of Naturalization ,Naturalized citizen population,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99061,Allocation of Place of Birth ,Total population,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99071,Allocation of Mobility Status for the Population 1 Year and Over ,Population 1 year and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99072,Allocation of Residence 1 Year Ago for the Population 1 Year and Over ,Population 1 year and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99080,Allocation of Means of Transportation to Work ,Workers 16 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99081,Allocation of Place of Work ,Workers 16 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99082,Allocation of Private Vehicle Occupancy ,Workers 16 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99083,Allocation of Time of Departure to Go to Work ,Workers 16 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99084,Allocation of Travel Time to Work ,Workers 16 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99085,Allocation of Vehicles Available for Workers ,Workers 16 years and over in households,Detailed Table,"1,5",,"Excludes Place/Remainder and Block Group geographies (070,150,258,293,294)"
B99086,Allocation of Means of Transportation to Work for Workplace Geography ,Workers 16 years and over,Detailed Table,"1,5",Place of Work geographies,"Place of Work geographies; excludes Place/Remainder (070), County within Place (155)"
B99087,Allocation of Time Arriving at Work From Home for Workplace Geography ,Workers 16 years and over,Detailed Table,"1,5",Place of Work geographies,"Place of Work geographies; excludes Place/Remainder (070), County within Place (155)"
B99088,Allocation of Travel Time to Work for Workplace Geography ,Workers 16 years and over,Detailed Table,"1,5",Place of Work geographies,"Place of Work geographies; excludes Place/Remainder (070), County within Place (155)"
B99089,Allocation of Vehicles Available for Workers for Workplace Geography ,Workers 16 years and over in households,Detailed Table,"1,5",Place of Work geographies,"Place of Work geographies; excludes Place/Remainder (070), County within Place (155)"
B99092,Allocation of Relationship ,Population in households,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99102,Allocation of Grandparents Living With Grandchildren Under 18 Years ,Population 30 years and over,Detailed Table,"1,5",,Excludes Place/Remainder (070)
B99103,Allocation of Grandparents Responsible for Grandchildren Under 18 Years ,Grandparents living with own grandchildren under 18 years,Detailed Table,"1,5",,Excludes Place/Remainder (070)
