,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
46428,38-00100,24,2,6,0,1,0,2,1,1,36.065213256321826,770,3,4,30000.0,4,470,N,2,2,2,2,406,389
46429,08-00803,32,2,6,0,1,0,N,1,1,3393.2,7290,10,9,70000.0,7,501,N,2,2,2,2,75,75
46430,40-00200,59,1,6,0,2,0,3,1,1,90.7,N,N,5,12700.0,3,96,2,1,1,1,2,125,120
46431,29-01901,30,1,6,0,2,0,N,1,2,5434.8,6390,7,11,22000.0,4,167,N,2,2,2,2,76,77
46432,06-07502,37,1,6,0,3,0,N,1,2,33632.6,7270,10,11,580800.0,9,501,N,2,2,2,2,75,76
46433,36-04010,22,1,6,0,2,0,4,1,1,50441.6,N,N,4,0.0,0,501,N,2,2,2,2,352,312
46434,08-00803,19,1,6,0,1,0,N,1,2,3393.2,8680,14,7,1200.0,1,9,N,2,2,2,2,101,102
46435,30-00600,20,1,6,0,1,0,3,1,2,16.3,170,0,5,6000.0,1,493,N,2,2,2,2,17,12
46436,28-01100,19,1,6,0,2,N,N,3,0,2674.3,N,N,5,0.0,0,N,N,2,2,2,2,55,0
46437,19-01700,18,2,6,0,1,N,N,3,0,3572.3,8680,14,7,5700.0,1,N,N,2,2,2,2,47,0
46438,36-03710,29,1,6,0,2,N,N,2,0,52864.7,N,N,6,0.0,0,N,N,2,2,2,2,71,0
46439,36-03710,54,2,6,2,7,0,N,1,2,52864.7,8680,14,5,21600.0,4,164,N,2,2,2,1,299,298
46440,19-01700,56,2,6,0,1,0,N,1,2,3572.3,6890,9,8,100000.0,9,501,N,2,2,2,2,136,137
46441,51-01301,27,1,6,0,1,0,N,1,2,11162.8,6890,9,9,85000.0,8,501,N,2,2,2,2,95,86
46442,08-00803,22,2,6,0,1,0,N,1,1,3393.2,7890,11,9,20000.0,3,152,N,2,2,2,2,206,213
46443,36-04010,48,2,6,0,2,1,3,1,2,50441.6,N,N,5,18000.0,3,97,N,2,2,2,2,222,221
46444,06-07502,39,2,6,1,7,N,N,3,0,33632.6,770,3,5,15000.0,3,114,N,2,2,2,2,15,0
46445,17-03531,20,2,6,0,2,0,4,1,1,11171.6,4971,6,5,8000.0,2,373,N,2,2,2,2,111,81
46446,38-00100,16,2,6,0,2,2,3,1,1,73.0,7860,11,4,14800.0,3,314,N,2,2,2,2,13,26
46447,32-00405,31,1,6,1,1,0,2,1,2,7990.5,7770,10,5,30000.0,5,353,N,2,2,2,2,313,142
46448,30-00600,17,1,6,0,7,0,5,1,1,16.3,N,N,4,0.0,0,167,N,2,2,2,2,18,13
46449,29-01901,27,1,6,0,1,0,N,1,2,5434.8,8380,13,10,43800.0,7,330,N,2,2,2,2,159,160
46450,17-03531,34,1,6,0,2,0,5,1,1,11171.6,6370,7,5,13000.0,3,324,N,2,2,2,2,98,56
46451,38-00100,18,1,6,0,1,2,5,1,1,73.0,N,N,4,0.0,0,501,N,2,2,2,2,46,185
46452,29-01901,37,2,6,0,2,1,3,1,2,5434.8,7970,12,7,18000.0,3,234,N,2,2,2,2,61,60
46453,29-01901,32,1,6,0,1,0,N,1,1,5434.8,8191,12,11,59000.0,8,447,N,2,2,2,2,120,119
46454,40-00200,23,1,6,0,1,0,4,1,1,83.09098214019349,770,3,5,32000.0,6,388,N,2,2,2,2,431,156
46455,13-04600,19,2,6,0,2,N,N,3,0,3670.4,N,N,7,0.0,0,N,N,2,2,2,2,99,0
46456,06-07502,33,1,6,0,1,0,N,1,2,33632.6,6672,8,9,571000.0,9,501,N,2,2,2,2,99,99
46457,26-02702,65,1,6,0,1,0,N,1,1,4817.2,N,N,11,3730.0,1,30,N,2,2,2,2,86,87
46458,32-00405,18,1,6,1,1,0,5,1,1,7990.5,8660,14,7,30000.0,5,501,N,2,2,2,2,199,165
46459,17-03531,45,2,6,0,3,0,N,1,2,11171.6,8270,12,5,30700.0,5,234,N,2,2,2,2,381,381
46460,28-01100,48,2,6,0,2,0,2,1,1,2674.3,N,N,8,8100.0,2,254,N,2,1,2,2,123,123
46461,29-01901,39,1,6,0,2,0,N,1,2,5434.8,3291,4,5,52000.0,7,394,N,2,2,2,2,441,440
46462,29-01901,29,1,6,0,2,N,N,2,0,5434.8,N,N,1,9900.0,2,74,N,1,2,2,2,103,0
46463,30-00600,15,1,6,3,1,4,12,1,2,16.3,7880,11,4,4500.0,1,362,N,2,2,2,2,26,35
46464,36-04010,15,2,6,0,2,0,4,1,1,50441.6,N,N,4,0.0,0,149,N,2,2,2,2,43,46
46465,32-00405,33,1,6,1,8,0,4,1,2,7990.5,8680,14,5,40000.0,6,401,N,2,2,2,2,122,94
46466,24-01004,25,2,6,0,1,0,N,1,2,4187.9,7270,10,7,55000.0,6,418,N,2,2,2,2,149,149
46467,24-01004,24,1,6,0,6,0,2,1,1,4187.9,8590,14,7,730.0,1,501,N,2,2,2,2,202,120
46468,51-01301,23,1,6,0,6,0,N,1,1,11162.8,6870,9,9,85000.0,8,501,N,2,2,2,2,57,56
46469,13-04600,18,2,6,0,1,N,N,3,0,3670.4,770,3,5,0.0,0,N,N,2,2,2,2,54,0
46470,17-03529,52,1,6,0,2,0,N,1,2,15097.5,7680,10,5,15000.0,3,113,N,2,2,2,2,104,101
46471,32-00405,31,1,6,1,1,1,3,1,2,7990.5,7870,11,7,24500.0,4,185,N,2,2,2,2,313,142
46472,24-01004,39,1,6,0,6,0,N,1,1,4187.9,9190,15,9,68700.0,7,501,N,2,2,2,2,63,63
46473,28-01100,35,2,6,0,2,0,N,1,2,2674.3,7860,11,7,26000.0,5,196,N,2,2,2,2,141,141
46474,36-03710,58,2,6,0,2,N,N,2,0,52864.7,N,N,7,4300.0,1,32,N,2,2,2,2,63,0
46475,51-01301,27,1,6,0,1,0,N,1,2,11162.8,6890,9,9,119210.0,8,501,N,2,2,2,2,55,55
46476,40-00200,58,1,6,0,3,0,3,1,1,90.7,N,N,5,12700.0,3,96,2,1,1,1,2,125,118
46477,13-04600,38,2,6,0,2,2,4,1,2,3670.4,6870,9,5,32000.0,5,239,N,2,2,2,2,126,95
46478,28-01100,46,2,6,0,2,0,N,1,2,2674.3,570,2,8,35000.0,6,267,N,2,2,2,2,40,34
46479,08-00803,19,2,6,0,1,N,N,3,0,3393.2,2190,4,7,4000.0,1,N,N,2,2,2,2,27,0
46480,36-03710,42,2,6,0,2,N,N,3,0,52864.7,8090,12,4,30900.0,5,232,N,1,2,2,2,24,0
46481,28-01100,15,1,6,0,1,3,7,1,1,2674.3,N,N,7,0.0,0,105,N,2,2,2,2,103,87
46482,17-03529,32,1,6,0,1,0,N,1,1,15097.5,7280,10,9,126000.0,9,501,N,2,2,2,2,60,59
46483,38-00100,21,1,6,0,1,0,5,1,1,73.0,490,1,8,25000.0,4,501,N,2,2,2,2,3,41
46484,51-51255,29,1,6,0,1,0,N,1,2,11224.3,9690,17,5,45000.0,6,341,N,2,2,2,2,166,166
46485,24-01004,65,2,6,0,6,0,N,1,1,4187.9,N,N,9,120000.0,8,501,N,2,2,2,2,173,173
46486,08-00803,18,2,6,0,1,N,N,3,0,3393.2,8680,14,7,5000.0,1,N,N,2,2,2,2,35,0
46487,17-03529,63,2,6,0,2,0,N,1,2,15097.5,N,N,7,0.0,0,0,N,2,2,2,2,173,173
46488,24-01004,29,2,6,0,1,1,11,1,1,4187.9,7280,10,9,40000.0,5,501,N,2,2,2,2,85,70
46489,40-00200,21,1,6,1,6,0,3,1,1,90.7,N,N,5,9600.0,2,182,N,1,2,2,2,29,36
46490,26-02702,73,1,6,0,2,0,N,1,1,4817.2,6870,9,9,47600.0,7,363,N,2,2,2,2,133,182
46491,26-02702,19,2,6,0,6,0,N,1,2,4817.2,180,0,7,5000.0,1,38,N,2,2,2,2,150,139
46492,19-01700,22,2,6,0,1,0,N,1,1,3572.3,6880,9,7,31000.0,5,235,N,2,2,2,2,125,123
46493,08-00803,16,1,6,0,1,3,5,1,1,3393.2,8680,14,4,1200.0,1,334,N,2,2,2,2,69,59
46494,26-02702,19,1,6,0,8,N,N,3,0,4817.2,N,N,5,73000.0,8,N,N,2,2,2,2,99,0
46495,32-00405,59,2,6,0,1,0,2,1,1,7990.5,8660,14,5,41000.0,6,479,N,2,2,2,2,72,49
46496,08-00803,25,2,6,0,1,0,2,1,2,3393.2,4380,5,7,0.0,0,501,N,2,2,2,2,72,72
46497,17-03529,24,1,6,0,3,0,3,1,2,15097.5,770,3,6,9000.0,2,274,N,2,2,2,2,245,203
46498,06-08507,27,1,6,0,6,0,3,1,1,3305.1,3390,4,9,65000.0,7,501,N,2,2,2,2,154,105
46499,36-03710,19,2,6,1,1,0,2,1,2,52864.7,7890,11,5,8000.0,2,48,N,2,2,2,2,82,78
46500,06-07502,26,2,6,0,1,0,N,1,2,33632.6,7380,10,9,8000.0,2,60,N,2,2,2,2,128,101
46501,51-01301,18,1,6,0,2,N,N,3,0,11162.8,2280,4,7,4000.0,1,N,N,2,2,2,2,91,0
46502,32-00405,24,1,6,0,1,0,N,1,2,7990.5,8570,14,9,46030.0,6,350,N,2,2,2,2,48,48
46503,40-00200,19,1,6,0,2,0,N,1,2,90.7,8680,14,5,10000.0,3,76,N,2,2,2,2,89,94
46504,36-03710,41,2,6,1,4,0,4,1,2,52864.7,9370,16,9,56000.0,7,501,N,2,2,2,2,390,279
46505,36-04010,32,2,6,0,1,0,N,1,2,50441.6,5593,6,11,97000.0,8,501,N,2,2,2,1,62,62
46506,29-01901,38,2,6,0,2,0,N,1,2,5434.8,7590,10,7,6700.0,2,51,N,2,2,2,2,74,74
46507,38-00100,23,1,6,0,1,0,N,1,1,73.0,9680,17,7,40000.0,5,305,N,2,2,2,2,196,196
46508,13-04600,18,1,6,0,2,1,3,1,2,3670.4,6390,7,5,5000.0,2,143,N,2,2,2,2,71,49
46509,17-03529,17,1,6,0,1,2,4,1,1,15097.5,770,3,4,250.0,1,501,N,2,2,2,2,96,123
46510,13-04600,26,2,6,0,1,0,N,1,2,3670.4,8680,14,8,75000.0,8,501,N,2,2,2,2,216,216
46511,08-00803,20,1,6,0,1,N,N,3,0,3393.2,770,3,7,8000.0,2,N,N,2,2,2,2,72,0
46512,51-01301,21,2,6,0,6,0,N,1,2,11162.8,5170,6,9,1000.0,1,7,N,2,2,2,2,40,42
46513,17-03531,46,2,6,0,2,0,2,1,1,11171.6,N,N,1,2400.0,1,501,N,1,2,2,2,116,72
46514,40-00200,17,2,6,0,8,3,4,1,1,90.7,N,N,4,0.0,0,2,N,2,2,2,2,50,43
46515,38-00100,17,2,6,1,1,3,6,1,2,73.0,4971,6,4,5200.0,1,301,N,2,2,2,2,26,188
46516,32-00405,60,1,6,1,1,0,N,1,2,7990.5,8980,15,6,8900.0,2,67,N,2,2,2,2,84,58
46517,08-00803,27,1,6,0,1,0,N,1,2,3393.2,7890,11,7,26000.0,4,198,N,2,2,2,2,49,77
46518,28-01100,28,1,6,0,2,N,N,2,0,2674.3,N,N,7,8400.0,2,N,N,1,2,2,2,93,0
46519,17-03531,17,2,6,0,2,2,4,1,2,11167.227111480111,N,N,4,0.0,0,92,N,2,2,2,2,303,211
46520,38-00100,29,1,6,0,1,0,3,1,1,73.0,180,0,10,38000.0,5,501,N,2,2,2,2,111,112
46521,51-51255,32,1,6,0,1,0,3,1,1,11224.3,4170,5,7,36500.0,5,501,N,2,2,2,2,57,36
46522,36-04010,40,2,6,0,2,0,3,1,1,50441.6,7071,9,5,98000.0,8,501,N,2,2,2,2,91,119
46523,17-03529,94,2,6,0,2,N,N,2,0,15097.5,N,N,4,12000.0,2,N,N,1,1,2,1,84,0
46524,26-02702,23,1,6,0,3,0,N,1,2,4817.2,7870,11,10,20000.0,4,151,N,2,2,2,2,276,276
46525,38-00100,15,1,6,0,1,2,4,1,1,73.0,N,N,3,0.0,0,501,N,2,2,2,2,78,110
46526,51-01301,28,1,6,0,1,0,N,1,2,11162.8,9490,16,10,74100.0,7,501,N,2,2,2,2,106,106
46527,19-01700,61,2,6,0,2,0,N,1,2,3572.3,9390,16,7,1200.0,1,9,N,2,1,2,2,93,93
46528,30-00600,39,1,6,0,1,0,N,1,2,16.3,6380,7,7,1500.0,1,11,N,2,2,2,2,102,102
46529,08-00803,23,2,6,0,1,0,N,1,1,3393.2,7870,11,9,40000.0,5,305,N,2,2,2,2,82,41
46530,30-00600,20,1,6,0,1,2,4,1,1,16.3,7860,11,4,1800.0,1,95,N,2,2,2,2,182,77
46531,08-00803,19,1,6,0,1,1,2,1,2,3393.2,N,N,4,0.0,0,501,N,2,2,2,2,72,71
46532,19-01700,26,1,6,1,1,0,N,1,2,3572.3,7870,11,9,0.0,0,0,N,2,2,2,2,238,241
46533,08-00803,18,2,6,0,1,N,N,3,0,3393.2,8680,14,7,4300.0,1,N,N,2,2,2,2,77,0
46534,06-07502,24,2,6,0,1,0,N,1,2,33632.6,8590,14,9,15000.0,3,114,N,2,2,2,2,39,38
46535,29-01901,57,1,6,0,2,0,N,1,1,5434.8,7072,9,4,20300.0,4,154,N,1,2,2,2,46,46
46536,19-01700,65,1,6,0,2,0,N,1,1,3572.3,7870,11,11,24600.0,4,203,N,2,2,2,2,50,43
46537,26-02702,19,1,6,0,1,N,N,3,0,4817.2,8590,14,7,32000.0,5,N,N,2,2,2,2,45,0
46538,28-01100,57,2,6,0,2,0,N,1,1,2674.3,N,N,5,11200.0,3,85,N,2,2,2,2,32,32
46539,40-00200,18,2,6,0,3,2,4,1,2,90.7,N,N,4,0.0,0,166,N,2,2,2,2,70,60
46540,24-01004,17,2,6,0,1,1,3,1,1,4187.9,N,N,4,0.0,0,501,N,2,2,2,2,164,115
46541,38-00100,57,1,6,0,1,0,2,1,1,73.0,9370,16,7,41000.0,6,373,N,2,2,2,2,3,24
46542,08-00803,23,1,6,0,1,0,3,1,1,3393.2,7860,11,10,5000.0,1,501,N,2,2,2,2,135,85
46543,01-01301,35,2,6,0,2,1,2,1,2,2731.2,8290,12,8,31500.0,6,180,N,2,2,2,2,166,165
46544,08-00803,15,2,6,0,5,3,5,1,1,3393.2,N,N,3,0.0,0,246,N,2,2,2,2,26,28
46545,13-04600,21,1,6,1,7,N,N,3,0,3670.4,N,N,7,0.0,0,N,N,2,2,2,2,83,0
46546,24-01004,40,2,6,0,9,1,2,1,1,4187.9,9370,16,6,130000.0,9,501,N,2,2,2,2,102,102
46547,19-01700,42,2,6,3,1,2,4,1,1,3572.3,8270,12,5,14000.0,3,182,N,2,2,2,2,276,275
46548,17-03529,31,2,6,0,2,0,N,1,2,15097.5,3990,4,7,4400.0,1,33,N,2,2,2,2,137,137
46549,38-00100,24,2,6,0,1,0,N,1,2,53.60574612136435,8290,12,8,12500.0,2,94,N,2,2,2,2,274,701
46550,32-00405,15,2,6,1,1,2,3,1,1,7990.5,N,N,3,0.0,0,490,N,2,2,2,2,69,61
46551,08-00803,28,1,6,0,6,2,3,1,2,3393.2,7380,10,9,3000.0,1,22,N,2,2,2,2,147,102
46552,06-08507,16,1,6,0,1,1,3,1,1,3305.1,N,N,4,0.0,0,501,N,2,2,2,2,85,78
46553,36-03710,47,2,6,2,1,1,2,1,2,52864.7,8370,13,8,4800.0,1,36,N,2,2,2,2,97,80
46554,36-03710,71,1,6,2,8,0,N,1,2,52864.7,N,N,3,15300.0,3,126,N,2,1,2,2,380,380
46555,19-01700,25,1,6,0,1,0,N,1,2,3572.3,6991,9,9,22000.0,4,168,N,2,2,2,2,142,144
46556,30-00600,18,1,6,0,1,1,5,1,1,16.3,5391,6,4,10900.0,2,130,N,2,2,2,2,42,56
46557,30-00600,25,2,6,0,1,1,2,1,1,16.3,6870,9,5,32000.0,5,244,N,2,2,2,2,53,40
46558,29-01901,30,1,6,0,2,1,2,1,2,5434.8,770,3,5,47000.0,7,354,N,2,2,2,2,254,250
46559,51-51255,24,2,6,0,1,0,N,1,2,11224.3,6280,7,9,45900.0,6,350,N,2,2,2,2,60,62
46560,26-02702,31,2,6,0,1,0,N,1,2,4817.2,7380,10,9,60000.0,7,458,N,2,2,2,2,84,84
46561,26-02702,23,2,6,1,7,0,N,1,2,4817.2,7870,11,9,7500.0,2,57,N,2,2,2,2,162,141
46562,36-04010,68,1,6,0,2,N,N,2,0,50441.6,N,N,5,1100.0,1,8,N,2,2,2,2,43,0
46563,51-51255,28,1,6,2,4,0,4,1,2,11224.3,8770,15,9,25000.0,4,303,N,2,2,2,2,298,187
46564,13-04600,58,2,6,0,2,0,5,1,1,3670.4,N,N,7,49000.0,7,245,N,2,1,2,2,61,62
46565,51-01301,17,2,6,0,1,0,3,1,1,11162.8,8570,14,4,1500.0,1,501,N,2,2,2,2,64,68
46566,28-01100,27,2,6,0,2,5,6,1,2,2674.3,8680,14,7,11300.0,3,33,N,2,2,2,2,98,98
46567,19-01700,89,2,6,0,2,0,N,1,2,3572.3,N,N,4,22900.0,4,188,N,2,1,1,1,181,181
46568,01-01301,24,2,6,0,2,0,3,1,1,2731.2,5170,6,9,9000.0,2,49,N,2,2,2,2,216,216
46569,24-01004,27,2,6,0,1,0,N,1,2,4187.9,6870,9,9,147000.0,9,501,N,2,2,2,2,80,80
46570,38-00100,19,2,6,0,1,1,6,1,1,73.0,8290,12,5,16700.0,3,325,N,2,2,2,2,123,167
46571,51-51255,22,1,6,0,1,0,N,1,1,11224.3,6570,8,9,13000.0,2,98,N,2,2,2,2,62,69
46572,28-01100,24,2,6,0,2,1,4,1,2,2674.3,9920,18,7,0.0,0,42,N,2,2,2,2,132,114
46573,51-01301,38,1,6,0,1,0,N,1,1,11162.8,7890,11,9,40000.0,5,303,N,2,2,2,2,89,72
46574,08-00803,24,1,6,0,1,0,N,1,2,3393.2,7870,11,9,3000.0,1,22,N,2,2,2,2,43,43
46575,29-01901,27,2,6,0,2,0,N,1,1,5434.8,1990,4,7,10000.0,2,75,N,2,2,2,2,174,174
46576,19-01700,17,1,6,4,1,2,4,1,1,3572.3,8780,15,5,33000.0,5,182,N,2,2,2,2,153,276
46577,26-02702,18,1,6,1,1,N,N,3,0,4817.2,8670,14,7,33000.0,5,N,N,2,2,2,2,71,0
46578,06-07502,32,1,6,0,5,0,N,1,2,33632.6,6672,8,9,168300.0,9,501,N,2,2,2,2,321,320
46579,06-08507,15,1,6,0,6,3,5,1,1,3305.1,N,N,4,0.0,0,501,N,2,2,2,2,81,72
46580,08-00803,27,1,6,0,1,0,N,1,2,3393.2,7390,10,9,30000.0,4,227,N,2,2,2,2,82,82
46581,17-03529,48,1,6,0,3,1,2,1,2,15097.5,6170,7,11,78000.0,8,447,N,2,2,2,2,42,41
46582,51-51255,25,2,6,0,1,0,N,1,2,11224.3,7190,9,9,57250.0,6,434,N,2,2,2,2,167,168
46583,36-04010,45,1,6,0,2,2,3,1,1,50441.6,7860,11,9,50000.0,6,243,N,2,2,2,2,96,97
46584,36-03710,46,1,6,0,2,N,N,3,0,52864.7,N,N,3,14500.0,3,111,N,1,2,2,2,53,0
46585,30-00600,36,2,6,0,3,0,N,1,2,16.3,770,3,5,120000.0,9,501,N,2,2,2,2,25,25
46586,24-01004,24,1,6,0,6,0,5,1,1,4187.9,7071,9,9,5000.0,1,501,N,2,2,2,2,202,120
46587,17-03529,25,2,6,2,1,0,N,1,2,15097.5,7890,11,9,22000.0,4,166,N,2,2,2,2,150,180
46588,30-00600,24,2,6,0,1,0,N,1,1,16.3,7860,11,10,50000.0,7,376,N,2,2,2,2,27,23
46589,26-02702,22,2,6,0,1,0,N,1,2,4817.2,770,3,9,5000.0,1,38,N,2,2,2,2,196,184
46590,36-04010,27,2,6,0,2,0,3,1,1,50441.6,7860,11,9,71000.0,7,501,N,2,2,2,2,98,92
46591,24-01004,16,1,6,0,1,0,3,1,1,4187.9,1190,4,5,8000.0,2,501,N,2,2,2,2,66,55
46592,17-03529,72,2,6,0,2,0,2,1,2,15097.5,N,N,7,9000.0,2,374,N,1,1,2,2,66,66
46593,17-03531,54,2,6,0,2,0,N,1,1,11171.6,7860,11,7,0.0,0,0,N,2,2,2,2,88,88
46594,51-51255,29,2,6,0,4,0,N,1,2,11224.3,170,0,9,150000.0,9,501,N,2,2,2,2,105,126
46595,08-00803,40,1,6,0,1,0,N,1,2,3393.2,3370,4,9,38000.0,5,286,N,2,2,2,2,445,483
46596,01-01301,70,2,6,0,2,0,N,1,2,2731.2,N,N,5,9000.0,2,74,N,2,2,2,2,135,136
46597,32-00405,41,1,6,1,8,N,N,2,0,7990.5,N,N,4,0.0,0,N,N,1,2,2,2,85,0
46598,26-02702,26,2,6,0,1,0,N,1,1,4817.2,3570,4,9,74060.0,8,501,N,2,2,2,2,119,107
46599,06-08507,22,2,6,0,1,0,3,1,1,3305.1,5593,6,8,3000.0,1,501,N,2,2,2,2,142,78
46600,06-08507,31,2,6,0,6,0,2,1,1,3305.1,5593,6,9,114000.0,8,501,N,2,2,2,2,71,61
46601,17-03531,21,2,6,0,2,0,9,1,1,11171.6,6380,7,7,6700.0,2,239,N,2,2,2,2,88,54
46602,26-02702,20,1,6,0,1,0,N,1,2,4817.2,7770,10,7,2150.0,1,16,N,2,2,2,1,232,233
46603,06-08507,18,2,6,0,6,1,3,1,2,3305.1,N,N,4,0.0,0,501,N,2,2,2,2,54,53
46604,30-00600,43,2,6,0,1,0,N,1,1,16.3,4880,6,5,14000.0,3,106,N,2,2,2,2,42,42
46605,08-00803,30,1,6,0,1,0,N,1,2,3393.2,7071,9,5,36000.0,5,273,N,2,2,2,2,68,71
46606,36-03710,23,2,6,0,2,0,4,1,1,52864.7,5381,6,9,0.0,0,324,N,2,2,2,2,539,378
46607,17-03529,30,1,6,0,2,0,N,1,2,15097.5,4971,6,9,24200.0,4,183,N,2,2,2,2,814,478
46608,01-01301,18,2,6,0,1,N,N,3,0,2731.2,N,N,7,0.0,0,N,N,2,2,2,2,89,0
46609,32-00405,16,1,6,1,1,1,4,1,2,7990.5,N,N,4,0.0,0,250,N,2,2,2,2,39,42
46610,36-04010,54,2,6,1,2,0,3,1,2,50441.6,8170,12,5,25000.0,4,480,N,2,1,2,2,71,71
46611,36-04010,32,1,6,0,5,1,6,1,1,50441.6,8370,13,7,35000.0,5,267,N,2,2,2,2,45,47
46612,06-07502,41,2,6,0,6,0,N,1,2,33632.6,7390,10,10,144100.0,9,501,N,2,2,2,2,67,67
46613,17-03529,23,1,6,1,1,N,N,3,0,15097.5,7870,11,7,4000.0,1,N,N,2,2,2,2,39,0
46614,08-00803,30,1,6,0,1,0,N,1,1,3393.2,7380,10,9,115000.0,9,501,N,2,2,2,2,67,67
46615,51-01301,26,2,6,0,1,0,N,1,2,11162.8,8180,12,9,53000.0,6,402,N,2,2,2,2,177,177
46616,26-02702,19,2,6,0,2,N,N,3,0,4817.2,6670,8,7,32500.0,5,N,N,2,2,2,2,60,0
46617,24-01004,26,2,6,0,2,0,N,1,2,4187.9,7270,10,7,55000.0,6,418,N,2,2,2,2,150,150
46618,36-03710,48,1,6,0,2,0,N,1,2,52864.7,8170,12,5,35000.0,5,263,N,2,2,2,2,278,278
46619,32-00405,20,1,6,1,8,0,4,1,1,7990.5,8680,14,5,12000.0,2,196,N,2,2,2,2,63,84
46620,08-00803,15,1,6,0,1,2,4,1,2,3393.2,N,N,3,0.0,0,501,N,2,2,2,2,90,73
46621,19-01700,15,2,6,1,1,1,3,1,2,3572.3,N,N,4,4500.0,1,207,N,2,2,2,2,56,92
46622,26-02702,19,1,6,0,1,N,N,3,0,4817.2,8680,14,7,20500.0,4,N,N,2,2,2,2,63,0
46623,17-03531,24,1,6,2,1,0,2,1,2,11171.6,9920,18,7,0.0,0,206,N,1,2,2,2,46,39
46624,17-03529,47,2,6,0,2,0,N,1,1,15097.5,8290,12,8,42220.0,6,318,N,2,2,2,2,64,64
46625,17-03529,17,2,6,0,2,0,2,1,2,15097.5,9670,17,7,18000.0,3,458,N,2,2,2,2,138,102
46626,51-51255,35,1,6,0,2,0,N,1,2,11224.3,7870,11,9,72000.0,7,501,N,2,2,2,2,133,133
46627,08-00803,18,1,6,0,1,N,N,3,0,3393.2,3580,4,7,3000.0,1,N,N,2,2,2,2,93,0
46628,06-07502,26,1,6,0,1,0,N,1,2,33632.6,7380,10,9,140500.0,9,501,N,2,2,2,2,109,110
46629,36-04010,43,1,6,2,5,0,N,1,2,50441.6,8370,13,3,15000.0,3,113,N,2,2,2,2,174,174
46630,29-01901,49,1,6,0,1,N,N,3,0,5434.8,N,N,7,0.0,0,N,N,2,2,2,2,15,0
46631,36-03710,39,2,6,2,1,1,2,1,2,52864.7,7580,10,4,39500.0,5,227,N,2,2,2,2,124,122
46632,51-01301,35,1,6,0,6,0,N,1,2,11162.8,7390,10,9,110000.0,8,501,N,2,2,2,2,124,124
46633,30-00600,21,1,6,0,1,0,2,1,1,16.3,770,3,7,58000.0,8,501,N,2,2,2,2,19,14
46634,26-02702,28,2,6,2,2,0,N,1,2,4817.2,5593,6,9,16000.0,3,122,N,2,2,2,2,51,53
46635,24-01004,36,1,6,0,1,0,N,1,2,4187.9,7580,10,8,70000.0,7,501,N,2,2,2,2,47,46
46636,19-01700,15,1,6,1,1,1,4,1,2,3572.3,4870,6,7,8200.0,2,32,N,2,2,2,2,203,454
46637,13-04600,68,1,6,0,2,N,N,2,0,3670.4,7690,10,6,7200.0,2,N,N,2,2,2,2,65,0
46638,17-03531,30,2,6,0,2,2,5,1,1,11171.6,8470,13,8,92000.0,8,501,N,2,2,2,2,98,99
46639,51-51255,33,2,6,4,1,0,3,1,1,11224.3,7690,10,4,28500.0,4,316,N,2,2,2,2,170,155
46640,36-03710,31,2,6,3,2,N,N,3,0,52864.7,8680,14,5,40100.0,6,303,N,2,2,2,2,19,0
46641,08-00803,25,1,6,0,1,0,N,1,2,3393.2,7870,11,9,51000.0,6,388,N,2,2,2,2,54,54
46642,29-01901,39,2,6,0,2,N,N,2,0,5434.8,N,N,4,0.0,0,N,N,2,2,2,2,74,0
46643,06-07502,18,1,6,0,6,1,3,1,2,33632.6,6991,9,9,7000.0,2,180,N,2,2,2,2,86,101
46644,28-01100,25,1,6,0,2,0,N,1,2,2674.3,6390,7,5,13000.0,3,98,N,2,2,2,2,99,99
46645,32-00405,21,1,6,1,1,1,7,1,2,7990.5,N,N,4,0.0,0,465,N,2,2,2,2,93,67
46646,06-07502,28,1,6,0,1,0,N,1,1,33632.6,8660,14,9,59000.0,7,447,N,2,2,2,2,65,64
46647,13-04600,60,1,6,0,2,0,N,1,1,3670.4,N,N,7,13300.0,3,101,N,2,1,2,2,71,71
46648,24-01004,17,2,6,3,1,0,5,1,2,4187.9,8680,14,8,10000.0,2,245,N,2,2,2,2,296,208
46649,17-03529,30,1,6,0,2,0,N,1,2,15097.5,7460,10,10,36500.0,5,279,N,2,2,2,2,64,64
46650,08-00803,20,1,6,0,1,N,N,3,0,3393.2,6380,7,7,7000.0,1,N,N,2,2,2,2,81,0
46651,19-01700,62,2,6,0,1,0,2,1,1,3572.3,9160,15,10,5000.0,1,201,N,2,2,2,2,66,67
46652,38-00100,24,1,6,0,1,0,N,1,1,73.0,490,1,5,52000.0,7,391,N,2,2,2,2,26,26
46653,51-51255,39,2,6,0,2,0,N,1,1,11224.3,7190,9,9,103000.0,8,501,N,2,2,2,2,42,41
46654,32-00405,16,2,6,1,3,3,6,1,1,7990.5,N,N,3,0.0,0,201,N,2,2,2,2,134,151
46655,26-02702,27,1,6,0,1,0,N,1,2,4817.2,7270,10,8,55000.0,7,416,N,2,2,2,2,162,161
46656,51-51255,33,2,6,0,6,0,N,1,2,11224.3,9590,16,9,74000.0,7,501,4,2,2,2,2,86,85
